Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
data scientist-lead,₹469K - ₹732K (Glassdoor Est.),"data scientist-lead-iot in bengaluru / bangalore
Job Description:
You will be responsible for leading the vision, design, and development of scalable Machine Learning (ML) or Deep Learning solutions for the company’s IoT and Analytics (ML) initiatives. You will work with other Data Scientists, Data Engineers, ML engineers, and cloud Engineers, and business groups and lead the development of innovative ML models for ’s big data from health sciences, medical diagnostics, industrial and environmental sciences markets. You will use your Agile experience to work collaboratively with Product Managers/Owners in geographically distributed teams.

Responsibilities:",3.9,"Randstad
3.9",Bangalore,"Size
10000+ Employees","Founded
1960","Type
Company - Public","Industry
Staffing & Outsourcing","Sector
Business Service","Revenue
$10+ billion (USD)"
DG - Senior Manager - Data Scientist Collections,₹469K - ₹732K (Glassdoor Est.),"DG - Senior Manager - Data Scientist Collections-BFS012311
With a startup spirit and 90,000+ curious and courageous minds, we have the expertise to go deep with the world’s biggest brands—and we have fun doing it. Now, we’re calling all you rule-breakers and risk-takers who see the world differently, and are bold enough to reinvent it. Come, transform with us.
Inviting applications for the role of SM, Data Scientist Collections
ARE YOU THE ONE WE ARE LOOKING FOR!
Responsibilities
Work with stakeholders throughout the organisation to see opportunities for leveraging company data to drive business solutions.
Mine and analyze data from databases to drive optimization and improvement of product development, marketing techniques and business strategies.",3.8,"Genpact
3.8",Bangalore,"Size
10000+ Employees","Founded
1997","Type
Company - Public","Industry
IT Service","Sector
Information Technology","Revenue
$2 to $5 billion (USD)"
Assistant Manager - Data science,₹469K - ₹732K (Glassdoor Est.),"Assistant Manager - Data science-BFS014175
With a startup spirit and 90,000+ curious and courageous minds, we have the expertise to go deep with the world’s biggest brands—and we have fun doing it. Now, we’re calling all you rule-breakers and risk-takers who see the world differently, and are bold enough to reinvent it. Come, transform with us.
We are inviting applications for the role of AM, Data Science
The position is in a team supporting client bank that is primarily responsible for managing model risk across finance, consumer and commercial divisions of the bank. The models span a variety of techniques/approaches including statistical, mathematical, time-series, econometric, machine learning, and qualitative modelling. These models in scope are used in regulatory capital planning (A-IRB) and underwriting. The portfolios include mortgage, credit cards, auto, home equity, student loans, small business on consumer side and C&I, CRE on commercial side.",3.8,"Genpact
3.8",Calcutta,"Size
10000+ Employees","Founded
1997","Type
Company - Public","Industry
IT Service","Sector
Information Technology","Revenue
$2 to $5 billion (USD)"
Data Scientist I/Data Scientist II,₹469K - ₹732K (Glassdoor Est.),"Title: Data Scientist I/Data Scientist II
Location: Mumbai
Technical Skills: Python, Sql, NLP, Data Visualization, Big Data, Machine Learning
Experience: 2 to 5 Years
Job Description:
You will be working with Principal Data Scientist as an individual contributor within research &
innovation group.
You should be proficient in Python (data manipulation, scientific computing, applied statistics, machine
learning, and data visualization), in MySQL and NoSQL.
You will work with wide variety of Visible Alpha’s commercial as well as operational datasets on both",-1,Visible Alpha,Mumbai,-1,-1,-1,-1,-1,-1
Senior Data Scientist,₹469K - ₹732K (Glassdoor Est.),"Purpose of the Role

To work with clients across multiple sectors; applying the latest research and technology to overcome real life commercial problems.

The Opportunity

Peak are a Decision Intelligence company - where we are democratising AI for every business and building a great company that everyone loves being part of. We are on a mission to help organisations use AI to make great commercial decisions, all the time. Just as importantly, we are also focused on building an amazing company: one where we truly value our people & culture, and strive to make an amazing and diverse place to work. Our recent Best Companies award & World class accreditation for being one of the top companies to work for is a testament to this.

We have ambitious plans over the coming years - to create and lead a new category of enterprise software; the decision intelligence system (Decision Intelligence), expand our operations and create the best working culture possible. Being a Data Scientist at Peak places you right at the heart of the company and at the forefront of developing practical & innovative solutions to help our customers grow and become more efficient. This is an exciting opportunity to develop your career in data science and gain highly sought after experience in the Decision Intelligence field, as we start the next stage of our global growth.",3.0,"Peak
3.0",Pune,"Size
51 to 200 Employees","Founded
2012","Type
Company - Private","Industry
Computer Hardware & Software","Sector
Information Technology","Revenue
$1 to $5 million (USD)"
"Application Engineer, Data Science",₹469K - ₹732K (Glassdoor Est.),"As a Pre-Sales Application Engineer for the Data Analytics / Data Science application areas, you will partner with our most innovative customers to establish MATLAB as a platform for data analytics by
Developing data analytics and machine learning algorithms in MATLAB
Integrating MATLAB on cloud platforms
Deploying applications developed in MATLAB to an enterprise-wide system
You will work in a pre-sales manner with our customers to first identify and understand their technical and business challenges and then develop compelling demonstrations of solutions that help them appreciate how the adoption of MathWorks products add value towards enhancing their workflows.",4.4,"MathWorks
4.4",Pune,"Size
5001 to 10000 Employees","Founded
1984","Type
Company - Private","Industry
Computer Hardware & Software","Sector
Information Technology","Revenue
$1 to $2 billion (USD)"
Junior Data Scientist/ta,₹469K - ₹732K (Glassdoor Est.),"Gurgaon, Bangalore, Mumbai, Pune, Chennai, Hyderabad


candidate should qualify checklist written below:

Ques: Does the candidate has strong knowledge in Data Science/ Machine Learning/ Artificial Intelligence ? Please mention

Ques: Is the candidate willing to work full time as a Data Science program Manager/ Academic and content delivery/ End to End Curriculam delivery and management ?

Ques: Does the candidate has Data Science/ Machine learning content development and academic delivery experience/ Faculty Development programs in any Teaching Institution or E - Learning Companies?


Job Specifications

Exp. 1.0 - 5.0 Year(s)
Annual Fixed CTC Min : 7.0 Lacs Max: 15.0 Lacs
Qualification B.Tech/B.E. , Any Post Graduation
No of openings 3
Additional Doc/Msg",-1,WSD Consultant,Gurgaon,"Size
Unknown","Type
Company - Private","Revenue
Unknown / Non-Applicable",-1,-1,-1
Data Scientist Technical Lead,₹469K - ₹732K (Glassdoor Est.),"Due to the current health crisis related to COVID-19 and the escalating visa/travel restrictions in place, we're currently unable to extend offers to anyone who cannot work from India due to lockdown visa/travel restrictions, or other restrictive measures until further notice. Consequently, we will be prioritizing candidates who can start in this location by set date as expected. We're keeping the situation under review and would adjust our position should the restrictive measures be removed later on.
Minimum qualifications:
Master's degree in a quantitative discipline (e.g., Statistics, Bioinformatics, Economics) or equivalent practical experience.
10 years of experience in data analysis or related field as a Statistician, Data Scientist, Computational Biologist, or bioinformatician.
5 years of experience in people management or leadership.



Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing this form.",4.5,"Google
4.5",Bangalore,"Size
10000+ Employees","Founded
1998","Type
Company - Public","Industry
Internet","Sector
Information Technology","Revenue
$10+ billion (USD)"
Senior Data Scientist,₹469K - ₹732K (Glassdoor Est.),"“The goal is to turn data into information and information into insight.”Carly Fiorina

Can you analyse our large corpus of driving data - literally terabytes every day - from millions of smartphones connected to vehicles and coax the data to provide insights? You will need to create algorithms and build models that will help you make recommendations that will drive business impact.

As a Senior Data Scientist, you will be a member of our world-class engineering team and as a technical leader, you will be expected to excel in a fast moving environment within Zendrive while leading a team of data scientists. Our goal is to provide a safer driving experience to the world at large, and in the process, accelerate the evolution of transportation.

What we expect from you :

Articulate goals, methodologies and insights effectively within the team and leadership",4.1,"Zendrive, Inc.
4.1",Bangalore,"Size
51 to 200 Employees","Founded
2013","Type
Company - Private","Industry
Internet","Sector
Information Technology","Revenue
Unknown / Non-Applicable"
Lead Data Scientist,₹469K - ₹732K (Glassdoor Est.),"As one of the world’s leading consultancies operating in the built and natural environment, we offer unparalleled opportunities for talented individuals in search of a rewarding career both in India and around the world. Atkins India is committed to design excellence in the delivery of first-class solutions which combine innovation, imagination and best practice.
Atkins is a member of SNC Lavalin Organization. Founded in 1911, SNC-Lavalin is a global, fully integrated professional services and project management company and a major player in the ownership of infrastructure. The combined entity of Atkins and SNC-Lavalin has created one of the largest global engineering and project management consultancies with approximately 50,000 employees and operating across 50 countries.
This role is for a Lead Data Scientist to join our Data Intelligence and Technology Services team. We create state of art machine learning models to help business deliver high value, smart and market differentiating engineering products and services. The focus of our team is not just providing insight for executives to make decisions, rather working on innovative algorithms and models that make intelligent, automated, decisions in real time, millions of times a day. To achieve that we collaborate with the engineering, sales, commercial and technology teams. We take pride in solving real problem that touch daily lives of people.",3.9,"Atkins
3.9",Bangalore,"Size
10000+ Employees","Founded
1938","Type
Company - Public","Industry
Consulting","Sector
Business Service","Revenue
$2 to $5 billion (USD)"
Data Scientist/ML Engineer,₹469K - ₹732K (Glassdoor Est.),"#LI
Specific Team Context
We are the global Finance analytics team, located primarily in Houston, TX and Bangalore, India. We design, develop and deploy production solutions to facilitate various Finance, Accounting, Planning, and Business Operations inside of HP. Our team has a mixture of disciplines ranging from Statisticians, Economists, Finance, Engineers, Front-end, Back-end, and visualization developers. HP is currently going through enterprise-scale transformation initiatives that heavily relies upon a data-driven culture. Our current focus for the coming year will be heavily forecast-related. Our team is flexible, dynamic, hungry, and humble; we are excited to find like-minded individuals!
Generic Role Description",4.2,"HP
4.2",Bangalore,"Size
10000+ Employees","Founded
1939","Type
Company - Public","Industry
Computer Hardware & Software","Sector
Information Technology","Revenue
Unknown / Non-Applicable"
TSP Technical CoE- AI/ML Data Scientist,₹469K - ₹732K (Glassdoor Est.),"Cyient is a global engineering and technology solutions company. As a Design, Build, and Maintain partner for leading organizations worldwide, we take solution ownership across the value chain to help clients focus on their core, innovate, and stay ahead of the curve. We leverage digital technologies, advanced analytics capabilities, and our domain knowledge and technical expertise, to solve complex business problems.
With over 15,000 employees globally, we partner with clients to operate as part of their extended team in ways that best suit their organization’s culture and requirements. Our industry focus includes aerospace and defence, healthcare, telecommunications, rail transportation, semiconductor, geospatial, industrial, and energy.
Job Description
AI/ML Data Scientist


Applied Machine Learning, Big Data Analytics, Data Science, Predictive Analytics",3.4,"Cyient
3.4",Hyderābād,"Size
10000+ Employees","Founded
1991","Type
Company - Public","Industry
IT Service","Sector
Information Technology","Revenue
$500 million to $1 billion (USD)"
Senior Data Scientist,₹469K - ₹732K (Glassdoor Est.),"We are looking for a Senior Data Scientist to join our Data Science Practice in India. If you are a data scientist and looking for driving business strategy through predictive and prescriptive analytics, then let’s talk! Send your resume to careers@aretove.com

Responsibilities
Work with stakeholders from products, merchandising, operations, customer retention to identify opportunities for leveraging in-house and third party data to drive decisions.
Processing, cleansing, and verifying the integrity of various data sets to drive insights on customer, marketing, operations, products and other business strategies.
Build predictive models to enhance customer experiences & retention, spend optimization, campaigns, supply chain and other business outcomes.",4.0,"Aretove
4.0",India,"Size
1 to 50 Employees","Founded
2012","Type
Company - Private","Industry
IT Service","Sector
Information Technology","Revenue
Unknown / Non-Applicable"
DG- Assistant Manager - Data Scientist,₹469K - ₹732K (Glassdoor Est.),"DG- Assistant Manager - Data Scientist-BFS013819
With a startup spirit and 90,000+ curious and courageous minds, we have the expertise to go deep with the world’s biggest brands—and we have fun doing it. Now, we’re calling all you rule-breakers and risk-takers who see the world differently, and are bold enough to reinvent it. Come, transform with us.
Transformation happens here. Come, be a part of our exciting journey!
Are you the one we are looking for?
Inviting applications for the role of AM, Data Scientist
The position is based out of Bangalore, India and the focus of the role is to have enterprise level experience for Data Model Migration (legacy modernization) and being able to setup the new modeling architecture and help develop an efficient & streamlined process for ETL/WB, model development, validation, scoring, monitoring, etc and mentor the team as well.",3.8,"Genpact
3.8",Bangalore,"Size
10000+ Employees","Founded
1997","Type
Company - Public","Industry
IT Service","Sector
Information Technology","Revenue
$2 to $5 billion (USD)"
Senior Data Scientist,₹469K - ₹732K (Glassdoor Est.),"We are looking for a Senior Data Scientist who has strong analytical skills in the areas of data mining, forecasting and optimization and has the ability to work in an agile environment and work with cross-functional teams responsible for product design, development, integration and testing.

As part of the Oracle Retail Science R&D group, you will be designing and prototyping analytical approaches to solve challenging retail business problems in close collaboration with product management and solution architects. Our team develops new ways to help retailers forecast sales, set prices, plan assortments and categories, and optimize their supply chain execution. Our customers are the major retailers in all market segments and geographies. Some of the products developed by this group are listed here: https://www.oracle.com/industries/retail/insight-science-suite.html

Responsibilities

Define analytical approaches and solution methodologies for solving retail business problems in close collaboration with product management and solution architects.

Develop and validate prototypes using statistical programming languages (like R and Python) and optimization software applications.

Test proposed solutions on real data.

Write algorithmic specifications for forecasting, optimization, and data mining engines.

Work closely with the development team to explain the business and analytics requirements.

Present findings to internal and external audiences.

Create patents and research innovative and forward-looking solutions for solving business problems.

Review the deliverables throughout development to ensure quality & traceability to requirements and adherence to all quality management plans & standards

Qualifications

Expertise in machine learning methods such as classification, clustering and deep learning, and strong knowledge of machine learning algorithms such as Naive Bayes, SVM, Decision Tree and Random Forests.

Hands on experience in building predictive models.

Experience with econometrics methods including regression techniques (such as OLS, MLE, univariate or multivariate analyses) and Statistics and Probability techniques (such as Bayesian methods).

Experience with modeling and formulating optimization problems and knowledge of optimization algorithms for solving linear and non-linear optimization problems.

Proficient in analytic/statistical programming languages such as R or Python.

Experience with optimization solvers like Gurobi and CPLEX is a plus.

Publishing and presenting analytics research and results.

Able to balance and prioritize multiple concurrent projects effectively.

Eager to learn and work in an agile environment.

Self-motivated, responsible, and accountable.

Excellent communication skills.

Master’s degree or PhD in Operations Research, Industrial Engineering, Applied Mathematics, Statistics, Computer Science, or related fields.

5+ years in designing and developing data-driven solutions for enterprise; Retail/SCM experience preferred.

Designs, develops and programs methods, processes, and systems to consolidate and analyze unstructured, diverse “big data” sources to generate actionable insights and solutions for client services and product enhancement.

Interacts with product and service teams to identify questions and issues for data analysis and experiments. Develops and codes software programs, algorithms and automated processes to cleanse, integrate and evaluate large datasets from multiple disparate sources. Identifies meaningful insights from large data and metadata sources; interprets and communicates insights and findings from analysis and experiments to product, service, and business managers.

Job duties are varied and complex utilizing independent judgment. May have project lead role. 5 years relevant work experience. BS/BA preferred.
Innovation starts with inclusion at Oracle. We are committed to creating a workplace where all kinds of people can be themselves and do their best work. It’s when everyone’s voice is heard and valued, that we are inspired to go beyond what’s been done before. That’s why we need people with diverse backgrounds, beliefs, and abilities to help us create the future, and are proud to be an affirmative-action equal opportunity employer.

Oracle is an Equal Employment Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability and protected veterans status, age, or any other characteristic protected by law. Oracle will consider for employment qualified applicants with arrest and conviction records pursuant to applicable law.",3.8,"Oracle
3.8",Bangalore,"Size
10000+ Employees","Founded
1977","Type
Company - Public","Industry
Enterprise Software & Network Solutions","Sector
Information Technology","Revenue
$10+ billion (USD)"
Data Engineer - Python with Azure ADF,₹469K - ₹732K (Glassdoor Est.),"Requisition ID: 234436
Requisition Posting End Date:
About Bechtel
Bechtel is among the most respected engineering, project management, and construction companies in the world. Bechtel operates through four global business units that specialize in infrastructure; mining and metals; nuclear, security and environmental; and energy. Today, our colleagues team with customers, partners, and suppliers on diverse projects in nearly 40 countries.

Bechtel Corporation is seeking talented Data Engineers for its highly anticipated Data & Analytics Center of Excellence (COE).",4.0,"Bechtel
4.0",New Delhi,"Size
10000+ Employees","Founded
1898","Type
Company - Private","Industry
Architectural & Engineering Service","Sector
Business Service","Revenue
$10+ billion (USD)"
DG - Assistant Manager - Data Scientist,₹451K - ₹643K (Glassdoor Est.),"DG - Assistant Manager - Data Scientist-CPG019202
With a startup spirit and 90,000+ curious and courageous minds, we have the expertise to go deep with the world’s biggest brands—and we have fun doing it. Now, we’re calling all you rule-breakers and risk-takers who see the world differently, and are bold enough to reinvent it. Come, transform with us.
Are you the one we are looking for?
We are inviting applications for the role of AM, Data Scientist!
In this role, you are expected to be responsible for building and visualizing various offerings as requested by the clients on a regular basis. The individual must be an active contributor towards the overall objective of the project. We are looking for some who should be open to work in any shift as per the business requirement.",3.8,"Genpact
3.8",Bangalore,"Size
10000+ Employees","Founded
1997","Type
Company - Public","Industry
IT Service","Sector
Information Technology","Revenue
$2 to $5 billion (USD)"
Data Engineer,₹451K - ₹643K (Glassdoor Est.),"Responsibilities:
Writing reusable, testable, and efficient code
Contribute to R&D for future
Design and implementation of low-latency, high-availability, and performance applications
Testing, debugging and deploying data (Machine Learning and Computer Vision) applications
Assess and prioritize feature requests
Coordinate with internal teams to understand user requirements and provide technical solutions",1.0,The SAAS Group,Bangalore,"Size
1 to 50 Employees","Founded
2014","Type
Company - Private","Industry
IT Service","Sector
Information Technology","Revenue
Unknown / Non-Applicable"
Data Engineer,₹451K - ₹643K (Glassdoor Est.),"Company Description

Launched in 2007, ixigo is an AI-based travel app based in Gurugram, India. ixigo services Indian travellers and their travel utility, planning and booking problems using technology and artificial intelligence. Offering train, flight and bus utility & bookings, the company applies AI for deal discovery, personalized recommendations, airfare predictions & alerts, train delay prediction, PNR confirmation prediction and automated customer service.

Job Description

As a Data Engineer, You will be involved in all aspects of development playing a critical role in the design, planning, development, and deployment and help develop best practices for future development. You will be working closely with Tech, Design and Quality team to build and launch the product.",4.6,"ixigo
4.6",Gurgaon,"Size
51 to 200 Employees","Founded
2007","Type
Company - Private","Industry
Internet","Sector
Information Technology","Revenue
Unknown / Non-Applicable"
Senior Data Scientist,₹451K - ₹643K (Glassdoor Est.),"Kwalee is one of the world’s leading multiplatform game publishers, with well over 600 million downloads worldwide for mobile hits such as Draw It, Teacher Simulator, Let’s Be Cops 3D and Makeover Studio 3D. Alongside this, we also have a growing PC and console team of incredible pedigree that is on the hunt for great new titles to join TENS! and Eternal Hope.
With a team of talented people collaborating daily between our studios in Leamington Spa, Bangalore and Beijing, or on a remote basis from Turkey, Brazil, the Philippines and many more, we have a truly global team making games for a global audience. And it’s paying off: Kwalee games have been downloaded in every country on earth! If you think you’re a good fit for one of our remote vacancies, we want to hear from you wherever you are based.
Founded in 2011 by David Darling CBE, a key architect of the UK games industry who previously co-founded and led Codemasters for many years, our team also includes legends such as Andrew Graham (creator of Micro Machines series) and Jason Falcus (programmer of classics including NBA Jam) alongside a growing and diverse team of global gaming experts. Everyone contributes creatively to Kwalee’s success, with all employees eligible to pitch their own game ideas on Creative Wednesdays, and we’re proud to have built our success on this inclusive principle. Could your idea be the next global hit?",4.1,"Kwalee
4.1",Bangalore,"Size
51 to 200 Employees","Type
Company - Private","Industry
Computer Hardware & Software","Sector
Information Technology","Revenue
Unknown / Non-Applicable",-1
AI Scientist,₹451K - ₹643K (Glassdoor Est.),"AI Scientist
Office: Mumbai, India | Remote-work for the time being

About Us
Most of the world’s digital information was created in the last few years with the vast majority of that information being unstructured in the form of text, tweets, videos, images, blogs, etc. The rate of growth of digital information vastly exceeds our biological processing abilities. The consequence for investors is that it’s becoming harder to make sense of the factors that drive financial markets. Acting upon partial understanding of vast quantities of information (i.e., heuristics) infuses investment decisions with cognitive biases. In order to beat markets and make money, humans need to augment their reasoning capacity, consider the relevance of more information, and make bias-free decisions.
At Accrete.AI, our vision is to help investors generate alpha, or excess returns, by training machines to think in the language of the markets. We leverage deep learning and Machine Augmented Collective Intelligence (MACI) to train machines to reason and learn so they can help human investors make better investment decisions.",4.7,"Accrete.AI
4.7",Mumbai,"Size
1 to 50 Employees","Type
Company - Private","Revenue
Unknown / Non-Applicable",-1,-1,-1
Data Engineer,₹451K - ₹643K (Glassdoor Est.),"Skills: Python with Hive or Java with Hive.
Candidate should have hands on experience in Hive.
Candidate should have experience in Hadoop Added advantage

Experience: 3+ Years
Notice Period: Immediate

What You Need for this Position
You should have knowledge of:",4.2,"Bloom Consulting Services
4.2",Chennai,"Size
1 to 50 Employees","Founded
2015","Type
Company - Private","Industry
IT Service","Sector
Information Technology","Revenue
Less than $1 million (USD)"
Senior Data Scientist - MFG,₹451K - ₹643K (Glassdoor Est.),"Noodle's Data Scientists build advanced AI models that change the way our clients do business by empowering them to make better decisions. Our solutions impact small and large businesses ranging from media agencies, to retail companies, to airlines, to e-commerce sites, to top-secret agencies managing threat detection. Members of our Data Science team are passionate about problem solving with applied data science and work with clients to explore, specify, and communicate high-value, AI-based solutions. We geek out about AI technology.

As a Data Scientist at Noodle.ai, you will collaborate with consultants, SW Engineers, UX Designers, and industry-specific experts from our client companies to build a deep understanding of our clients' business context and then develop, test, and deploy advanced AI models. As we grow, you will also develop reusable IP to help us move faster, dive deeper, and work more efficiently by generalizing the models, methodologies, and supporting infrastructure that you build. As one of the early hires to join the Noodle.ai team, you will have a significant impact on the future of Enterprise Artificial Intelligence.


Bachelor's or advanced degree in a relevant field (Computer Science, Operations Research, Statistics, Applied Math...) and 4+ years' experience applying advanced AI techniques to real-world problems.


Experience implementing a breadth of different modeling approaches/ techniques in machine learning

Experience manipulating and preparing large, heterogeneous data sets to support advanced analytics

Demonstrated ability to iteratively conceptualize, design and build data-driven analytical models

Hands on experience with common analysis tools (SQL and Python).

Demonstrable familiarity with code and programming concepts.

Ability to translate deep mathematical concepts and practices into language that non-experts can understand and build upon. And conversely, ability to translate business needs and user needs into language and concepts that other data scientists can understand and work with.

Collaborative, open, and respectful working style

Experience with (and excitement for) interdisciplinary collaboration

Passion for learning and a desire to grow – Noodlers are life-long learners!


Experience tackling data science problems characterized as high-dimension, low sample size (i.e., lots of potentially predictive features and highly diverse but low quality or highly sparse data.)

Knowledge of Spark and/or Hadoop is a plus

Experience productionalizing machine learning code and interfacing with industry standard software systems

Depth in a functional area of focus (i.e. Experience applying advanced analytics to predictive maintenance and product quality optimization)

Depth in an industry area of focus (i.e. manufacturing, CPG, 3PL, travel...)

Want to help shape the future of Enterprise Artificial Intelligence? Let's noodle!",3.5,"Noodle.ai
3.5",Bangalore,"Size
51 to 200 Employees","Founded
2016","Type
Company - Private","Industry
Enterprise Software & Network Solutions","Sector
Information Technology","Revenue
$25 to $50 million (USD)"
Data Science Intern,₹451K - ₹643K (Glassdoor Est.),"Ganit has flipped the data science value chain as we do not start with a technique but for us, consumption comes first. With this philosophy, we have successfully scaled from being a small start-up to a 200 resource company with clients in the US, Singapore, Africa, UAE, and India.
We are looking for data enthusiasts who can make data talk to them.

Responsibilities
Conducting complex data analysis to ensure data quality & reliability, i.e., make the data talk by extracting, preparing, and transforming it
Identifying, developing, and implementing statistical techniques and algorithms to address business challenges and add value to the organization",3.8,"Ganit
3.8",Mumbai,"Size
51 to 200 Employees","Founded
2017","Type
Company - Private","Industry
IT Service","Sector
Information Technology","Revenue
Unknown / Non-Applicable"
Senior Data Scientist,₹451K - ₹643K (Glassdoor Est.),"Pune, Kothrud


Your key responsibilities
Analyze structured and unstructured data at scale to derive new insights and opportunities.
Build and validate predictive models.
Advise clients and project teams on leading data science practices.
Create data-driven business recommendations.
Contribute to internal research and development efforts in cutting edge areas including NLP, graph analytics, and deep learning / AI.
Skills and attributes for success
To qualify for the role, you will need.
Ideally, you will also have
What we look for,
We are looking for well-rounded, technical, and intellectually curious individuals with an entrepreneurial spirit and a genuine desire t",2.6,"Vijaya Management Services
2.6",Maharashtra,"Size
51 to 200 Employees","Type
Company - Private","Industry
Staffing & Outsourcing","Sector
Business Service","Revenue
Unknown / Non-Applicable",-1
Data Engineer: Business Intelligence,₹451K - ₹643K (Glassdoor Est.),"Introduction
At IBM, work is more than a job - it's a calling: To build. To design. To code. To consult. To think along with clients and sell. To make markets. To invent. To collaborate. Not just to do something better, but to attempt things you've never thought possible. Are you ready to lead in this new era of technology and solve some of the world's most challenging problems? If so, lets talk.

Your Role and Responsibilities
As Data Engineer, you responsible to design and develop dashboards, reports and customize out of the box widgets as per client need.

Responsibilities:
Understand and document reporting & visualization requirements
Perform detailed data analysis, relationships, data structures, data validation

Required Technical and Professional Expertise

Preferred Technical and Professional Expertise

NA
About Business UnitIBM Services is a team of business, strategy and technology consultants that design, build, and run foundational systems and services that is the backbone of the world's economy. IBM Services partners with the world's leading companies in over 170 countries to build smarter businesses by reimagining and reinventing through technology, with its outcome-focused methodologies, industry-leading portfolio and world class research and operations expertise leading to results-driven innovation and enduring excellence.

Your Life @ IBMWhat matters to you when you’re looking for your next career challenge?

Maybe you want to get involved in work that really changes the world? What about somewhere with incredible and diverse career and development opportunities – where you can truly discover your passion? Are you looking for a culture of openness, collaboration and trust – where everyone has a voice? What about all of these? If so, then IBM could be your next career challenge. Join us, not to do something better, but to attempt things you never thought possible.

Impact. Inclusion. Infinite Experiences. Do your best work ever.

About IBMIBM’s greatest invention is the IBMer. We believe that progress is made through progressive thinking, progressive leadership, progressive policy and progressive action. IBMers believe that the application of intelligence, reason and science can improve business, society and the human condition. Restlessly reinventing since 1911, we are the largest technology and consulting employer in the world, with more than 380,000 IBMers serving clients in 170 countries.

Location StatementFor additional information about location requirements, please discuss with the recruiter following submission of your application.

Being You @ IBMIBM is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, pregnancy, disability, age, veteran status, or other characteristics. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status.",3.9,"IBM
3.9",Calcutta,"Size
10000+ Employees","Founded
1911","Type
Company - Public","Industry
IT Service","Sector
Information Technology","Revenue
$10+ billion (USD)"
Data Scientist – Embedded Systems – Innovation,₹451K - ₹643K (Glassdoor Est.),"We are looking for self-motivated scientists & engineers to join our supercharged workplace and build a first generation analytical product. If you are a geek about anything – algorithms, math, machine learning, data wrangling/visualizing, high performance computing, scientific computing & tools, or anything else you can convince us about – we want to meet you!
You will :
Individual technical contributor with self-drive to understand problem statements and make design decisions – ‘own’ what you do, make your calls, and defend them
Build a first generation analytical software product – design, code, test (unit & functional) and maintain the software, while proving that your implementations ‘work’
Implement software engineering processes and discipline for fast and reliable development of high-quality software product – make the software ‘elegant’",-1,CareerXperts,India,"Size
1 to 50 Employees","Type
Company - Private","Revenue
Unknown / Non-Applicable",-1,-1,-1
"Remote Data Scientist (Python, Java, Scala, SQL, NoSQL)",₹451K - ₹643K (Glassdoor Est.),"Apply to this job here: https://turing.com/8rjL9V
Turing.com is looking for a Data Scientist on behalf of a NASDAQ-listed, multinational corporation developing software products and services for the architecture, engineering, construction, and other top industries. The candidate will work on developing customer insights for the products and be responsible for applying quantitative analysis, data mining, and machine learning to build models, usage patterns, and product roadmap recommendations. The company is a global leader in 3D design, engineering, and entertainment software, helping people imagine, design, and create a better world. The selected candidate will collaborate across teams with the product managers, designers, researchers as well as executives and contribute to leading the future of design.
Here’s everything you need to know to become a Remote Data Scientist at Turing: https://turing.com/lrw467",4.6,"Turing
4.6",Remote,"Size
1 to 50 Employees","Founded
2018","Type
Company - Private","Industry
Staffing & Outsourcing","Sector
Business Service","Revenue
Unknown / Non-Applicable"
Data Scientist( Statistics Specialization),₹451K - ₹643K (Glassdoor Est.),"Interested candidates may email their resume to info@arraygen.com.

Job description:-
What we expect from you :
Analyze & interpret data and communicate results to clients, often with the aid of mathematical/statistical techniques and software. This role requires :
Data exploration, mathematical/statistical modelling, data analysis, and hypothesis testing.
Design, development, and deployment of Predictive models and frameworks.
Complex statistical concepts are explained in a way that clients can understand and advice on strategy.",3.4,"ArrayGen Technologies
3.4",Pune,"Size
1 to 50 Employees","Type
Company - Private","Industry
Biotech & Pharmaceutical","Sector
Biotech & Pharmaceutical","Revenue
Unknown / Non-Applicable",-1
Data Engineer I / Data Engineer II,₹451K - ₹643K (Glassdoor Est.),"Relocation Assistance Offered Within Country
# 107552 - Mumbai, Maharashtra, India
About Colgate-Palmolive
Do you want to come to work with a smile and leave with one as well? In between those smiles, your day consists of working in a global organization, continually learning and collaborating, having stimulating discussions, and making impactful contributions!
If this is how you see your career, Colgate is the place to be!
Our dependable household brands, dedicated employees, and sustainability commitments make us a company passionate about building a future to smile about for our employees, consumers, and surrounding communities. The pride in our brand fuels a workplace that encourages creative thinking, champions experimentation, and promotes authenticity which has contributed to our enduring success.",4.2,"Colgate-Palmolive
4.2",Mumbai,"Size
10000+ Employees","Founded
1806","Type
Company - Public","Industry
Consumer Products Manufacturing","Sector
Manufacturing","Revenue
$10+ billion (USD)"
